title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
The Blue Lagoon,movie,Adventure, Drama, Romance,1980,tt0080453,5.8,78446,AD
Control,movie,Biography, Drama, Music,2007,tt0421082,7.6,69383,TW
Showtime,movie,Action, Comedy, Crime,2002,tt0284490,5.5,65784,BE
I Know Who Killed Me,movie,Horror, Mystery, Thriller,2007,tt0897361,3.6,31261,AT
The Mist,movie,Horror, Sci-Fi, Thriller,2007,tt0884328,7.1,349897,AE
The Secret,movie,Drama, Mystery, Thriller,1974,tt0072131,6.7,948,CY
The Pledge,movie,Crime, Drama, Mystery,2001,tt0237572,6.7,70142,AE
The Umbrellas of Cherbourg,movie,Drama, Musical, Romance,1964,tt0058450,7.8,32177,KR
The Family Man,movie,Comedy, Drama, Fantasy,2000,tt0218967,6.8,121432,AE
Miffo,movie,Comedy, Drama, Romance,2003,tt0342771,5.8,2214,AT
P.S. I Love You,movie,Comedy, Drama, Romance,2007,tt0431308,7,220267,AE
The Witches of Eastwick,movie,Comedy, Fantasy, Horror,1987,tt0094332,6.5,79552,BE
Bram Stoker's Dracula,movie,Fantasy, Horror, Romance,1992,tt0103874,7.4,246763,AT
Fracture,movie,Crime, Drama, Thriller,2007,tt0488120,7.2,223368,AD
The Burned Barns,movie,Crime, Drama, Mystery,1973,tt0070133,6.6,1310,BG
Blue Thunder,movie,Action, Crime, Drama,1983,tt0085255,6.4,23797,BE
Who Finds a Friend Finds a Treasure,movie,Action, Adventure, Comedy,1981,tt0085327,7.1,13129,AT
I Am Legend,movie,Action, Drama, Horror,2007,tt0480249,7.2,832897,CH
First Knight,movie,Action, Adventure, Drama,1995,tt0113071,6,79847,AD
Life,movie,Comedy, Crime, Drama,1999,tt0123964,6.8,56177,BR
The Orphanage,movie,Drama, Horror, Mystery,2007,tt0464141,7.4,165791,AD
The Rookie,movie,Action, Crime, Drama,1990,tt0100514,5.9,29815,BE
Zathura: A Space Adventure,movie,Action, Adventure, Comedy,2005,tt0406375,6.3,118114,BE
Outbreak,movie,Action, Drama, Thriller,1995,tt0114069,6.6,140295,CH
Something's Gotta Give,movie,Comedy, Drama, Romance,2003,tt0337741,6.7,131120,CA
The Baader Meinhof Complex,movie,Action, Biography, Crime,2008,tt0765432,7.3,40569,AT
No Country for Old Men,movie,Crime, Drama, Thriller,2007,tt0477348,8.2,1089048,CA
Van Helsing,movie,Action, Adventure, Fantasy,2004,tt0338526,6.1,292002,NL
Perfect Stranger,movie,Crime, Mystery, Thriller,2007,tt0457433,5.7,51991,AD
Cloverfield,movie,Action, Horror, Sci-Fi,2008,tt1060277,7,427689,AG
The Punisher,movie,Action, Crime, Drama,2004,tt0330793,6.4,173196,AD
Matchstick Men,movie,Comedy, Crime, Drama,2003,tt0325805,7.3,140224,CH
Maid in Manhattan,movie,Comedy, Drama, Romance,2002,tt0252076,5.4,97769,AE
Elite Squad,movie,Action, Crime, Drama,2007,tt0861739,8,112521,ID
The Bucket List,movie,Adventure, Comedy, Drama,2007,tt0825232,7.4,263409,JP
Sahara,movie,Action, Adventure, Comedy,2005,tt0318649,6.1,105218,AE
Chicken Run,movie,Adventure, Animation, Comedy,2000,tt0120630,7.1,215490,BR
Brothers,movie,Drama, Thriller, War,2009,tt0765010,7.1,154233,AE
xXx,movie,Action, Adventure, Drama,2002,tt0295701,5.8,188255,AE
Speed Racer,movie,Action, Adventure, Comedy,2008,tt0811080,6.1,79598,BE
Vantage Point,movie,Action, Crime, Drama,2008,tt0443274,6.6,154996,FJ
Open Season,movie,Adventure, Animation, Comedy,2006,tt0400717,6.1,107967,AG
Knockaround Guys,movie,Crime, Drama, Thriller,2001,tt0211465,6.1,25128,AD
Over the Hedge,movie,Adventure, Animation, Comedy,2006,tt0327084,6.7,193137,AG
Fearless,movie,Action, Biography, Drama,2006,tt0446059,7.6,79353,HK
Rambo,movie,Action, Adventure, Thriller,2008,tt0462499,7,247877,BE
Resident Evil: Extinction,movie,Action, Horror, Sci-Fi,2007,tt0432021,6.2,208272,AT
"10,000 BC",movie,Action, Adventure, Drama,2008,tt0443649,5.1,136545,AD
Rang De Basanti,movie,Comedy, Crime, Drama,2006,tt0405508,8.1,123376,AD
Before the Devil Knows You're Dead,movie,Crime, Drama, Thriller,2007,tt0292963,7.3,113696,KR
Caramel,movie,Comedy, Drama, Romance,2007,tt0825236,7.1,14779,PS
Penelope,movie,Comedy, Fantasy, Romance,2006,tt0472160,6.7,67222,BM
Robin Hood: Men in Tights,movie,Adventure, Comedy, Musical,1993,tt0107977,6.7,139461,NZ
Punch-Drunk Love,movie,Comedy, Drama, Romance,2002,tt0272338,7.3,181877,ES
The Reader,movie,Drama, Mystery, Romance,2008,tt0976051,7.6,264154,AE
21,movie,Crime, Drama, Thriller,2008,tt0478087,6.8,269855,AE
Om Shanti Om,movie,Action, Comedy, Drama,2007,tt1024943,6.8,51117,AD
Broken Embraces,movie,Drama, Romance, Thriller,2009,tt0913425,7.2,43103,ES
Untraceable,movie,Crime, Mystery, Thriller,2008,tt0880578,6.2,53577,AG
Midnight in the Garden of Good and Evil,movie,Crime, Drama, Mystery,1997,tt0119668,6.6,42049,BE
Æon Flux,movie,Action, Adventure, Sci-Fi,2005,tt0402022,5.4,133972,AE
High Heels,movie,Comedy, Drama, Romance,1991,tt0103030,7,17786,AG
Disturbia,movie,Crime, Drama, Mystery,2007,tt0486822,6.8,261784,AD
Paris,movie,Comedy, Drama, Romance,2008,tt0869994,6.8,12950,BG
The Spirit,movie,Action, Crime, Fantasy,2008,tt0831887,4.7,63229,AT
Four Brothers,movie,Action, Crime, Drama,2005,tt0430105,6.8,161642,AD
In Bruges,movie,Comedy, Crime, Drama,2008,tt0780536,7.9,470236,AT
Step Up 2: The Streets,movie,Drama, Music, Romance,2008,tt1023481,6.2,91987,AT
REC,movie,Horror, Mystery, Thriller,2007,tt1038988,7.4,202633,ES
My Big Fat Greek Wedding,movie,Comedy, Drama, Romance,2002,tt0259446,6.6,146726,AG
Ice Age: Dawn of the Dinosaurs,movie,Adventure, Animation, Comedy,2009,tt1080016,6.9,270068,AD
Robin Hood: Prince of Thieves,movie,Action, Adventure, Drama,1991,tt0102798,6.9,212172,AZ
My Neighbor Totoro,movie,Animation, Comedy, Family,1988,tt0096283,8.1,393370,AD
A Man Apart,movie,Action, Crime, Drama,2003,tt0266465,6,49869,FJ
Love Me If You Dare,movie,Comedy, Drama, Romance,2003,tt0364517,7.5,72932,EE
I Spy,movie,Action, Adventure, Comedy,2002,tt0297181,5.4,53986,IT
The 6th Day,movie,Action, Mystery, Sci-Fi,2000,tt0216216,5.9,129310,AD
Never Back Down,movie,Action, Drama, Sport,2008,tt1023111,6.5,107731,AD
Ali,movie,Biography, Drama, Sport,2001,tt0248667,6.7,106967,AT
The Exorcism of Emily Rose,movie,Drama, Horror, Thriller,2005,tt0404032,6.7,142663,EE
Rivals,movie,Action, Crime, Drama,2008,tt0942379,6.2,998,DK
Deep Impact,movie,Action, Drama, Sci-Fi,1998,tt0120647,6.2,194066,JP
K-19: The Widowmaker,movie,Drama, History, Thriller,2002,tt0267626,6.7,68552,KR
Taken,movie,Action, Crime, Thriller,2008,tt0936501,7.7,644812,AD
Cannibals in the Streets,movie,Drama, Fantasy, Horror,1980,tt0080379,5.5,4450,BG
Three Wishes for Cinderella,movie,Adventure, Drama, Family,1973,tt0070832,7.6,11873,AT
Mad Max 2: The Road Warrior,movie,Action, Adventure, Sci-Fi,1981,tt0082694,7.6,204252,BA
Timecop,movie,Action, Crime, Sci-Fi,1994,tt0111438,5.9,65471,AE
Conspiracy Theory,movie,Action, Drama, Mystery,1997,tt0118883,6.7,108986,BE
Casper,movie,Comedy, Family, Fantasy,1995,tt0112642,6.2,150597,AD
Jumanji,movie,Adventure, Comedy, Family,1995,tt0113497,7.1,386536,AD
The Bank Job,movie,Crime, Drama, Thriller,2008,tt0200465,7.2,191236,CA
Alfie,movie,Comedy, Drama, Romance,2004,tt0375173,6.2,55357,US
The Karate Kid Part II,movie,Action, Family, Sport,1986,tt0091326,6.1,101423,AD
How the Grinch Stole Christmas,movie,Comedy, Family, Fantasy,2000,tt0170016,6.3,296628,CA
My Best Friend's Wedding,movie,Comedy, Drama, Romance,1997,tt0119738,6.3,158491,AG
Wanted,movie,Action, Crime, Thriller,2008,tt0493464,6.7,414671,AL
Deep Blue Sea,movie,Action, Adventure, Sci-Fi,1999,tt0149261,5.9,145561,AD
Tokyo!,movie,Comedy, Drama, Fantasy,2008,tt0976060,7,12054,KR
I Love You Phillip Morris,movie,Biography, Comedy, Crime,2009,tt1045772,6.6,100766,CA
Hancock,movie,Action, Comedy, Drama,2008,tt0448157,6.4,520474,AD
Bad Boys II,movie,Action, Comedy, Crime,2003,tt0172156,6.6,276623,AD
Twilight,movie,Drama, Fantasy, Romance,2008,tt1099212,5.3,496165,AD
Boogeyman,movie,Drama, Horror, Mystery,2005,tt0357507,4.2,32961,AG
The Protector,movie,Action, Crime, Drama,2005,tt0427954,7,39432,TH
Friends with Money,movie,Comedy, Drama, Romance,2006,tt0436331,5.8,32373,IS
Midnight Run,movie,Action, Comedy, Crime,1988,tt0095631,7.5,97049,US
Spirit: Stallion of the Cimarron,movie,Adventure, Animation, Drama,2002,tt0166813,7.2,87761,FJ
The Cave,movie,Adventure, Horror, Sci-Fi,2005,tt0402901,5.1,42220,BE
Just Cause,movie,Action, Crime, Drama,1995,tt0113501,6.4,30109,AD
Black Book,movie,Drama, Thriller, War,2006,tt0389557,7.7,81365,NL
Young Guns II,movie,Action, Drama, Western,1990,tt0100994,6.5,39759,BE
The Craft,movie,Drama, Fantasy, Horror,1996,tt0115963,6.4,112140,CA
The Quest,movie,Action, Adventure, Drama,1996,tt0117420,5.6,28647,CA
S.W.A.T.,movie,Action, Adventure, Crime,2003,tt0257076,6.1,155704,AD
Bibi Blocksberg,movie,Comedy, Family, Fantasy,2002,tt0321436,5.3,1048,AT
Now and Then,movie,Comedy, Drama, Romance,1995,tt0114011,6.8,33144,CH
Eraser,movie,Action, Crime, Thriller,1996,tt0116213,6.2,119850,BE
Ace Ventura: When Nature Calls,movie,Adventure, Comedy, Crime,1995,tt0112281,6.4,237734,AL
The Faculty,movie,Horror, Mystery, Sci-Fi,1998,tt0133751,6.6,138730,CA
The Longest Yard,movie,Comedy, Crime, Sport,2005,tt0398165,6.4,199406,BE
Hudson Hawk,movie,Action, Adventure, Comedy,1991,tt0102070,5.7,61288,AD
Monster House,movie,Animation, Comedy, Family,2006,tt0385880,6.7,143502,AD
Thesis,movie,Crime, Horror, Mystery,1996,tt0117883,7.4,43462,ES
Smilla's Sense of Snow,movie,Crime, Drama, Mystery,1997,tt0120152,6.3,15372,AT
Mortal Kombat,movie,Action, Adventure, Fantasy,1995,tt0113855,5.8,126278,FJ
Ong-Bak: The Thai Warrior,movie,Action, Crime, Thriller,2003,tt0368909,7.1,79071,TH
The Last Boy Scout,movie,Action, Comedy, Crime,1991,tt0102266,7,114313,BE
Ghost in the Shell,movie,Action, Animation, Crime,1995,tt0113568,7.9,161068,AR
The Scorpion King,movie,Action, Adventure, Fantasy,2002,tt0277296,5.5,147286,ES
Transporter 2,movie,Action, Crime, Thriller,2005,tt0388482,6.3,218402,AT
Click,movie,Comedy, Drama, Fantasy,2006,tt0389860,6.4,364288,JP
The Goonies,movie,Adventure, Comedy, Family,1985,tt0089218,7.7,305508,AD
The Core,movie,Action, Adventure, Sci-Fi,2003,tt0298814,5.5,108848,JO
The Mask of Zorro,movie,Action, Adventure, Comedy,1998,tt0120746,6.8,201049,AG
Look Who's Talking Too,movie,Comedy, Family, Romance,1990,tt0100050,4.7,49384,IT
Anaconda,movie,Action, Adventure, Horror,1997,tt0118615,4.9,114385,AE
The Last of the Mohicans,movie,Action, Adventure, Drama,1992,tt0104691,7.6,192550,AG
Donnie Brasco,movie,Biography, Crime, Drama,1997,tt0119008,7.7,338338,AD
The Twelve Tasks of Asterix,movie,Adventure, Animation, Comedy,1976,tt0072901,7.6,19604,AD
In the Line of Fire,movie,Action, Crime, Drama,1993,tt0107206,7.2,116253,JP
Jerry Maguire,movie,Comedy, Drama, Romance,1996,tt0116695,7.3,292478,AG
The Descent,movie,Adventure, Horror, Thriller,2005,tt0435625,7.2,254292,TW
Before the Fall,movie,Drama, Sport, Thriller,2004,tt0384369,7.4,17877,AT
Above the Law,movie,Action, Crime, Drama,1988,tt0094602,6,35310,FJ
Surf's Up,movie,Adventure, Animation, Comedy,2007,tt0423294,6.7,93803,AE
Fallen,movie,Action, Crime, Drama,1998,tt0119099,7,95463,BE
Murder at 1600,movie,Action, Crime, Drama,1997,tt0119731,6.1,33354,BE
A Night at the Roxbury,movie,Comedy, Music, Romance,1998,tt0120770,6.2,65451,NZ
Kiss the Girls,movie,Crime, Drama, Mystery,1997,tt0119468,6.6,90571,AD
The Nameless,movie,Drama, Horror, Mystery,1999,tt0222368,5.8,7785,ES
Apt Pupil,movie,Crime, Drama, Thriller,1998,tt0118636,6.7,42345,AU
The Big Hit,movie,Action, Comedy, Crime,1998,tt0120609,6.1,32036,AZ
The Crow: Salvation,movie,Action, Crime, Fantasy,2000,tt0132910,4.9,13062,AE
Kung Fu Hustle,movie,Action, Comedy, Fantasy,2004,tt0373074,7.7,153951,AD
Charlie's Angels: Full Throttle,movie,Action, Adventure, Comedy,2003,tt0305357,4.9,134585,AZ
"South Park: Bigger, Longer & Uncut",movie,Animation, Comedy, Fantasy,1999,tt0158983,7.7,217864,IT
A Knight's Tale,movie,Action, Adventure, Romance,2001,tt0183790,7,206090,AD
The Bone Collector,movie,Crime, Drama, Mystery,1999,tt0145681,6.7,189455,AL
Johnny English,movie,Action, Adventure, Comedy,2003,tt0274166,6.3,177202,AD
Kung Fu Panda,movie,Action, Adventure, Animation,2008,tt0441773,7.6,536257,US
Glengarry Glen Ross,movie,Crime, Drama, Mystery,1992,tt0104348,7.7,119041,US
Lantana,movie,Drama, Mystery, Romance,2001,tt0259393,7.2,20392,AU
RV,movie,Adventure, Comedy, Family,2006,tt0449089,5.6,64452,AZ
Red Dragon,movie,Crime, Drama, Thriller,2002,tt0289765,7.2,297098,AD
Jersey Girl,movie,Comedy, Drama, Romance,2004,tt0300051,6.2,71866,US
Feardotcom,movie,Crime, Horror, Thriller,2002,tt0295254,3.4,23052,DZ
House of Flying Daggers,movie,Action, Adventure, Drama,2004,tt0385004,7.5,117080,HK
Rabbit-Proof Fence,movie,Adventure, Biography, Drama,2002,tt0252444,7.4,30706,AU
Tears of the Sun,movie,Action, Drama, Thriller,2003,tt0314353,6.6,132404,AD
Hard to Kill,movie,Action, Crime, Drama,1990,tt0099739,5.8,32940,AD
More Ants in the Pants,movie,Comedy, Fantasy, Romance,2002,tt0295375,4.6,3314,AT
Blood Work,movie,Action, Crime, Drama,2002,tt0309377,6.4,48545,AD
Little Women,movie,Drama, Family, Romance,1994,tt0110367,7.3,64810,AZ
Last Action Hero,movie,Action, Adventure, Comedy,1993,tt0107362,6.5,166681,BE
Babe,movie,Comedy, Drama, Family,1995,tt0112431,6.9,136614,BE
The Fast and the Furious: Tokyo Drift,movie,Action, Crime, Thriller,2006,tt0463985,6.1,307245,AD
Tango & Cash,movie,Action, Comedy, Crime,1989,tt0098439,6.4,115646,BE
Dante's Peak,movie,Action, Adventure, Thriller,1997,tt0118928,6,101506,GF
Elizabethtown,movie,Comedy, Drama, Romance,2005,tt0368709,6.3,73456,AT
The Juror,movie,Crime, Drama, Thriller,1996,tt0116731,5.7,20413,AU
The Glimmer Man,movie,Action, Comedy, Crime,1996,tt0116421,5.4,21576,BE
Scooby-Doo,movie,Adventure, Comedy, Family,2002,tt0267913,5.3,129314,AD
Ghost Ship,movie,Horror, Mystery, Thriller,2002,tt0288477,5.6,111557,AD
The Italian Job,movie,Action, Crime, Thriller,2003,tt0317740,7,393968,AG
She's the Man,movie,Comedy, Romance, Sport,2006,tt0454945,6.4,179815,AU
Mad Max,movie,Action, Adventure, Sci-Fi,1979,tt0079501,6.8,234495,BA
Glory,movie,Biography, Drama, History,1989,tt0097441,7.8,146867,AG
Ju-On: The Grudge 2,movie,Drama, Horror, Mystery,2003,tt0367913,6.3,11242,KR
Ring 2,movie,Horror, Mystery, Sci-Fi,1999,tt0218553,5.9,15052,TW
Ring 0: Birthday,movie,Horror, Mystery, Thriller,2000,tt0235712,5.9,10130,TW
The Black Dahlia,movie,Crime, Drama, Mystery,2006,tt0387877,5.6,77805,KR
Assassins,movie,Action, Crime, Thriller,1995,tt0112401,6.3,89240,BE
Spiral,movie,Drama, Fantasy, Horror,1998,tt0134928,5.2,4154,TW
7 Seconds,movie,Action, Comedy, Crime,2005,tt0417395,4.8,7707,BE
Bewitched,movie,Comedy, Fantasy, Romance,2005,tt0374536,4.8,76238,AZ
Bad Boys,movie,Action, Comedy, Crime,1995,tt0112442,6.8,299410,AD
Demolition Man,movie,Action, Sci-Fi, Thriller,1993,tt0106697,6.7,198109,BE
Jack Frost,movie,Comedy, Drama, Family,1998,tt0141109,5.4,41468,GB
Firewall,movie,Action, Crime, Thriller,2006,tt0408345,5.8,60092,CH
Cellular,movie,Action, Crime, Thriller,2004,tt0337921,6.5,106738,AT
Step Up,movie,Crime, Drama, Music,2006,tt0462590,6.5,128818,AL
Gridiron Gang,movie,Biography, Crime, Drama,2006,tt0421206,7.1,81683,AD
The Sisterhood of the Traveling Pants,movie,Comedy, Drama, Romance,2005,tt0403508,6.5,66045,CI
The Fast and the Furious,movie,Action, Crime, Thriller,2001,tt0232500,6.8,428229,AD
Bridget Jones: The Edge of Reason,movie,Comedy, Drama, Romance,2004,tt0317198,6,124349,GB
Seven Dwarves,movie,Comedy, Family, Fantasy,2004,tt0382295,4.8,6493,AT
Save the Last Dance,movie,Drama, Music, Romance,2001,tt0206275,6.2,66919,AZ
Mortal Kombat: Annihilation,movie,Action, Adventure, Fantasy,1997,tt0119707,3.6,58945,FJ
Happy Feet,movie,Adventure, Animation, Comedy,2006,tt0366548,6.4,203513,AU
The Prince of Egypt,movie,Adventure, Animation, Drama,1998,tt0120794,7.2,150342,CI
The Opposite of Sex,movie,Comedy, Drama, Romance,1998,tt0120777,6.4,21891,AE
Cobra,movie,Action, Crime, Thriller,1986,tt0090859,5.8,81092,BE
Urban Legend,movie,Horror, Mystery, Thriller,1998,tt0146336,5.6,73488,JP
Striptease,movie,Comedy, Crime, Drama,1996,tt0117765,4.6,48936,BE
Collateral Damage,movie,Action, Drama, Thriller,2002,tt0233469,5.5,78679,CH
Johnny Mnemonic,movie,Action, Drama, Sci-Fi,1995,tt0113481,5.6,77493,CA
The Stepford Wives,movie,Comedy, Horror, Sci-Fi,2004,tt0327162,5.4,70789,AG
The Cable Guy,movie,Comedy, Drama, Thriller,1996,tt0115798,6.1,181207,AZ
The Ant Bully,movie,Adventure, Animation, Comedy,2006,tt0429589,5.8,42451,FJ
Tattoo,movie,Crime, Drama, Horror,2002,tt0286204,6.3,3333,AT
Two for the Money,movie,Crime, Drama, Sport,2005,tt0417217,6.2,49339,AU
The World's Fastest Indian,movie,Biography, Drama, Sport,2005,tt0412080,7.8,60296,US
Waist Deep,movie,Action, Crime, Drama,2006,tt0456020,5.8,10643,AG
The Postman,movie,Action, Adventure, Drama,1997,tt0119925,6.1,80245,BE
The Pelican Brief,movie,Crime, Drama, Mystery,1993,tt0107798,6.6,98070,CH
Vampires,movie,Action, Horror, Thriller,1998,tt0120877,6.1,65034,MT
Rescue Dawn,movie,Adventure, Biography, War,2006,tt0462504,7.3,112275,AT
The Covenant,movie,Adventure, Fantasy, Horror,2006,tt0475944,5.2,52809,AL
Freedomland,movie,Crime, Drama, Mystery,2006,tt0349467,5.2,17379,AD
Premonition,movie,Drama, Fantasy, Mystery,2007,tt0477071,5.9,82532,CA
Lock Up,movie,Action, Crime, Drama,1989,tt0097770,6.4,47317,CA
Air Buddies,movie,Adventure, Comedy, Family,2006,tt0470982,4.7,4434,AD
Kicking & Screaming,movie,Comedy, Family, Romance,2005,tt0384642,5.6,41452,CA
Dragnet,movie,Comedy, Crime, Mystery,1987,tt0092925,6,38092,US
My Lucky Stars,movie,Action, Comedy, Crime,1985,tt0089177,6.3,6210,HK
Stealth,movie,Action, Adventure, Sci-Fi,2005,tt0382992,5.1,56755,AT
Orchestra Seats,movie,Comedy, Drama, Romance,2006,tt0444112,6.7,4487,BG
Dragonfly,movie,Drama, Fantasy, Mystery,2002,tt0259288,6.1,40490,CA
Get Rich or Die Tryin',movie,Biography, Crime, Drama,2005,tt0430308,5.5,51145,AD
Edison,movie,Action, Crime, Drama,2005,tt0389957,5.3,16483,AE
13 Going on 30,movie,Comedy, Fantasy, Romance,2004,tt0337563,6.3,224693,AE
Shinobi: Heart Under Blade,movie,Action, Drama, Fantasy,2005,tt0475723,6.8,12999,KR
Stuart Little,movie,Adventure, Comedy, Family,1999,tt0164912,6,152394,AD
The Forgotten,movie,Drama, Mystery, Sci-Fi,2004,tt0356618,5.8,68872,JP
The Rundown,movie,Action, Adventure, Comedy,2003,tt0327850,6.7,144894,AD
The Witches,movie,Adventure, Comedy, Family,1990,tt0100944,6.8,56168,BA
Half Past Dead,movie,Action, Crime, Thriller,2002,tt0297162,4.6,17010,AG
He's Just Not That Into You,movie,Comedy, Drama, Romance,2009,tt1001508,6.4,184970,BA
Pineapple Express,movie,Action, Comedy, Crime,2008,tt0910936,6.9,361656,CA
The Tale of Despereaux,movie,Adventure, Animation, Comedy,2008,tt0420238,6.1,40327,US
Around the World in 80 Days,movie,Action, Adventure, Comedy,2004,tt0327437,5.9,96205,AD
Miami Supercops,movie,Action, Comedy, Crime,1985,tt0089591,6.1,8422,AT
Forever Young,movie,Drama, Romance, Sci-Fi,1992,tt0104291,6.3,50744,BE
Spawn,movie,Action, Crime, Drama,1997,tt0120177,5.2,73498,AD
Bugsy,movie,Biography, Crime, Drama,1991,tt0101516,6.8,31449,CA
True Crime,movie,Crime, Drama, Mystery,1999,tt0139668,6.6,39145,BE
The Confessor,movie,Drama, Mystery, Thriller,2004,tt0372303,5.2,1608,AT
Drop Dead Fred,movie,Comedy, Drama, Fantasy,1991,tt0101775,6,32245,GB
Tequila Sunrise,movie,Crime, Drama, Romance,1988,tt0096244,6,34535,BE
Mansfield Park,movie,Comedy, Drama, Romance,1999,tt0178737,7,26295,CA
Nowhere to Run,movie,Action, Drama, Romance,1993,tt0107711,5.7,26654,LV
Marlene,movie,Biography, Drama, Music,2000,tt0192295,5.7,664,AT
Operation Valkyrie,movie,Biography, Drama, History,2004,tt0388437,6.7,2739,AT
War,movie,Action, Crime, Thriller,2007,tt0499556,6.2,98063,AE
Eat Drink Man Woman,movie,Comedy, Drama, Romance,1994,tt0111797,7.8,23676,FJ
Get Carter,movie,Action, Crime, Drama,2000,tt0208988,5.2,37391,AD
Hustle & Flow,movie,Crime, Drama, Music,2005,tt0410097,7.3,43841,AG
Driven,movie,Action, Drama, Sport,2001,tt0132245,4.6,43611,ES
The Karate Kid Part III,movie,Action, Drama, Family,1989,tt0097647,5.3,70948,AD
The Road to El Dorado,movie,Adventure, Animation, Comedy,2000,tt0138749,6.9,110673,AD
Castle in the Sky,movie,Adventure, Animation, Family,1986,tt0092067,8,186887,AD
The Flying Classroom,movie,Comedy, Drama, Family,2003,tt0311141,6.2,1420,AT
Sherlock Holmes,movie,Action, Adventure, Mystery,2009,tt0988045,7.6,681091,AD
Outlander,movie,Action, Adventure, Sci-Fi,2008,tt0462465,6.2,79387,BM
